,Date,Close,High,Low,Open,Volume,Ticker
0,2014-01-02,57.227447509765625,57.60648744306274,56.992444601902335,57.416967476414186,3774100,ETN
1,2014-01-03,57.39422607421875,57.682294341739386,57.144058329858765,57.2729363029381,1936400,ETN
2,2014-01-06,57.14404296875,57.955187977578085,56.99242934948243,57.758091429268006,2077100,ETN
3,2014-01-07,57.26534271240234,57.5988996398056,56.93936820162805,57.18953589718049,1940800,ETN
4,2014-01-08,57.068241119384766,57.295667351742445,56.81807342052919,57.295667351742445,2330000,ETN
5,2014-01-09,57.27294158935547,57.77327134056656,56.86357772907861,57.41697284456499,2436600,ETN
6,2014-01-10,57.85664367675781,57.93245049159767,57.12888784365454,57.36389070476488,2360600,ETN
7,2014-01-13,56.15096282958984,57.288082373148725,55.771922981736886,56.90904252529576,6969400,ETN
8,2014-01-14,57.38664245605469,57.38664245605469,56.014519775358025,56.22678120842819,3925200,ETN
9,2014-01-15,57.9476203918457,58.04616868138587,57.34115425271763,57.51551514741612,2636700,ETN
10,2014-01-16,58.02342224121094,58.46310986521689,57.77325454648108,57.81873747872678,2381600,ETN
11,2014-01-17,58.25843048095703,58.49343914786329,57.84906670188686,58.09165200240736,3159800,ETN
12,2014-01-21,58.880069732666016,59.27427455493452,58.470705855860025,58.85732825901421,3205400,ETN
13,2014-01-22,58.51618194580078,58.78909113804912,58.03858796752124,58.63747170697231,2863800,ETN
14,2014-01-23,57.56857299804688,57.97793672105352,57.07582004718578,57.917288958306834,2733600,ETN
15,2014-01-24,55.43836975097656,57.045500894860304,55.32466241601147,56.94695260999407,4556600,ETN
16,2014-01-27,55.1806526184082,56.08276981181916,54.672740326190414,55.59001657717387,2676100,ETN
17,2014-01-28,55.75676727294922,56.1054832598223,55.33223868501246,55.50659957029372,1748900,ETN
18,2014-01-29,55.70370864868164,56.24952126989714,55.09724246907758,55.22611465254415,2793300,ETN
19,2014-01-30,56.02967834472656,56.27984027218595,55.64305604419533,56.18887440172422,2833800,ETN
20,2014-01-31,55.40803527832031,55.69610922835133,54.92286479622302,55.08206660212877,3121200,ETN
21,2014-02-03,53.27027130126953,55.976616275992114,53.202046887372006,55.67338894708236,4858500,ETN
22,2014-02-04,52.042179107666016,52.30750587930131,51.018772540678526,51.928465981625216,9149500,ETN
23,2014-02-05,52.38330841064453,52.42121471078264,50.70795289421091,51.48119746098912,6970500,ETN
24,2014-02-06,52.36057662963867,53.20204575189225,52.21653960289729,52.330252740656775,4986200,ETN
25,2014-02-07,53.53560256958008,53.70237528289212,52.15589743577389,52.55009642385119,5031500,ETN
26,2014-02-10,52.71689224243164,53.55077921774994,52.56527274820593,53.4446484636381,2816500,ETN
27,2014-02-11,53.07316207885742,53.29300588864407,52.61831540991816,53.00493189748748,3340900,ETN
28,2014-02-12,53.89947509765625,54.11173652601028,53.19446061994315,53.31575616968268,4603600,ETN
29,2014-02-13,54.240604400634766,54.35431172774464,53.25509848529601,53.39155306151693,2169300,ETN
30,2014-02-14,55.127567291259766,55.39289408045206,53.9980299408753,54.1951265364523,2825300,ETN
31,2014-02-18,54.93804550170898,55.38530981950807,54.66513630370987,55.31708541185331,1773700,ETN
32,2014-02-19,54.680301666259766,55.46112882957645,54.64997777590556,54.665142612928015,2146000,ETN
33,2014-02-20,55.31708526611328,55.46112228236945,54.39222696240738,54.70304246407806,2619300,ETN
34,2014-02-21,55.71887969970703,56.07517822317741,55.49145338745617,55.63549043746114,2663100,ETN
35,2014-02-24,56.84081268310547,57.15162232104883,55.93111366520044,55.93111366520044,3503600,ETN
36,2014-02-25,57.12891006469727,57.53069154494703,56.52244374270685,56.65132174012157,3374000,ETN
37,2014-02-26,57.44730758666992,57.73538171888184,57.09100902337119,57.204722192207896,3933300,ETN
38,2014-02-27,57.19710540771485,57.61405151504917,57.02275033278489,57.37146626633335,2607300,ETN
39,2014-02-28,56.63615036010742,57.7202048814756,56.28743428952833,57.197127883761546,4705000,ETN
40,2014-03-03,55.69613265991211,56.173720927487366,54.99870052144611,56.060007782724455,5792100,ETN
41,2014-03-04,56.00692367553711,56.62854877068232,55.999347043128544,56.47693515086695,4624000,ETN
