,Date,Close,High,Low,Open,Volume,Ticker
0,2014-01-02,14.072535514831545,14.102566075227806,13.916374080467596,13.994454224853346,3752600,PBI
1,2014-01-03,14.324798583984377,14.384860860712404,14.078544280432835,14.0845506226649,2709000,PBI
2,2014-01-06,14.192660331726074,14.523002257324638,14.156623426501842,14.366840807229554,3863900,PBI
3,2014-01-07,14.21668815612793,14.372849633213724,14.174644901834208,14.28876312462628,1697200,PBI
4,2014-01-08,14.2286958694458,14.300769667164465,14.060521765448325,14.19866416573606,3126700,PBI
5,2014-01-09,14.030492782592772,14.312783955604198,13.928387269700558,14.234703808377205,2281000,PBI
6,2014-01-10,14.102564811706545,14.18665243534864,13.98844777595112,14.102564811706545,1998300,PBI
7,2014-01-13,13.760214805603027,14.150617879985717,13.598047004591065,13.994456421114116,2626400,PBI
8,2014-01-14,14.012471199035645,14.084546137274693,13.784235994864504,13.802253870230055,2302100,PBI
9,2014-01-15,14.21668815612793,14.276750438944427,14.030496110430263,14.03650245327119,1650600,PBI
10,2014-01-16,14.09055519104004,14.282754697118545,14.0064686947256,14.168636490982813,1323300,PBI
11,2014-01-17,13.874330520629885,14.138603799329312,13.856311497448417,14.07253519325635,1479500,PBI
12,2014-01-21,13.934395790100098,14.00646960718129,13.7421962715007,13.90436407832238,1484300,PBI
13,2014-01-22,13.952411651611328,14.078542531631792,13.85030613753476,13.91637474828798,1735700,PBI
14,2014-01-23,13.44188404083252,13.856312437379309,13.333773331187375,13.814269192696337,3187400,PBI
15,2014-01-24,12.99742031097412,13.35178630834064,12.985408778040398,13.285718867632903,3188300,PBI
16,2014-01-27,12.691110610961914,13.17160769642534,12.619036792777644,12.985415662924511,4468900,PBI
17,2014-01-28,13.093525886535645,13.1295639398342,12.691110122776266,12.69711646499269,3537500,PBI
18,2014-01-29,13.05147933959961,13.117547941697657,12.925349621694991,12.937362303093249,3618800,PBI
19,2014-01-30,15.526037216186523,15.550061435932315,13.682132813396258,13.814268885979292,11430300,PBI
20,2014-01-31,15.123621940612791,15.616130488096418,15.105602916097842,15.357863531344638,7666100,PBI
21,2014-02-03,14.68517017364502,15.363870764815822,14.480959132989897,15.111610134923762,6790000,PBI
22,2014-02-04,15.039533615112305,15.147644312229296,14.57104934523588,14.859346828732589,5000700,PBI
23,2014-02-05,14.829322814941406,15.081583510726793,14.66114863588686,14.913409331672243,3748200,PBI
24,2014-02-06,15.075571060180664,15.195694443192249,14.835323148565086,14.883372730888205,2277200,PBI
25,2014-02-07,15.29779815673828,15.363866754289983,15.051543932981184,15.105599849961257,3169200,PBI
26,2014-02-10,15.057558059692385,15.309818754182018,14.961458856609935,15.261769152640795,3322500,PBI
27,2014-02-11,15.123621940612791,15.183684210070128,14.901391887298413,15.045540646640507,3573800,PBI
28,2014-02-12,15.15871524810791,15.213177792096642,14.959019638219166,15.213177792096642,2877000,PBI
29,2014-02-13,15.370519638061523,15.43103372665516,15.01348778499033,15.122412913616827,2796100,PBI
30,2014-02-14,15.5157470703125,15.576261136722556,15.195024480495876,15.340257547354126,2598800,PBI
31,2014-02-18,15.503653526306152,15.552064574652812,15.261597130362416,15.515755422734989,3476500,PBI
32,2014-02-19,15.273694038391112,15.48549272255774,15.249489101057485,15.40077371057508,2878900,PBI
33,2014-02-20,15.334210395812988,15.39472447947063,15.098206739179346,15.279747835942125,2380900,PBI
34,2014-02-21,15.195032119750977,15.449190403082657,15.128466497813273,15.40077935645807,3568200,PBI
35,2014-02-24,14.934819221496582,15.316055990516013,14.92876769764419,15.225285441150447,3567300,PBI
36,2014-02-25,15.128462791442873,15.237387908214878,14.76537945360622,14.928767128764228,3655600,PBI
37,2014-02-26,15.146623611450195,15.3947304112561,15.049801501975235,15.195034666187674,2763100,PBI
38,2014-02-27,15.128462791442873,15.225284860971296,15.043743769158027,15.061897185813285,2474200,PBI
39,2014-02-28,15.400776863098145,15.449187901885066,15.049796543340417,15.1526701450389,3438800,PBI
40,2014-03-03,15.53390407562256,15.546007121646946,15.182923820385296,15.285797403172596,2850500,PBI
41,2014-03-04,15.72754955291748,15.860679608048748,15.497597429652544,15.654933578922275,3751000,PBI
42,2014-03-05,15.92724609375,15.933297617619363,15.70334548163441,15.73360194677106,2644800,PBI
43,2014-03-06,15.90909194946289,16.01801591150417,15.818320249779996,15.963553353378476,2311500,PBI
44,2014-03-07,16.042224884033203,16.114840871755522,15.775963569227295,16.011967260640308,2434000,PBI
45,2014-03-10,15.78201389312744,15.939350060168591,15.654935347177023,15.939350060168591,2968900,PBI
46,2014-03-11,15.618626594543455,15.909093993266175,15.57021555379138,15.818322281922056,2379800,PBI
47,2014-03-12,15.546009063720703,15.588368575887792,15.219233705500043,15.509699921111649,3590100,PBI
48,2014-03-13,15.358416557312012,15.715448409634924,15.303955147323142,15.588369862643836,2418400,PBI
49,2014-03-14,15.27975082397461,15.358418340166272,15.176877207902209,15.273699299004424,2461900,PBI
50,2014-03-17,15.322107315063477,15.455238529664056,15.2373882906523,15.406826339474652,1390200,PBI
51,2014-03-18,15.582319259643556,15.618627253186167,15.334212521050132,15.334212521050132,1816100,PBI
52,2014-03-19,15.406826972961426,15.594420755028288,15.25554233502955,15.539958193035998,2898600,PBI
53,2014-03-20,15.449189186096191,15.564164691391069,15.31000642808032,15.37657204477442,1438700,PBI
54,2014-03-21,15.273694038391112,15.769907372935227,15.237386055285684,15.582314780312204,5574200,PBI
55,2014-03-24,15.424976348876951,15.461284326570825,15.134510218906396,15.316051261585544,2622100,PBI
56,2014-03-25,15.564165115356444,15.697296352371117,15.46129150230435,15.50365217585196,2687200,PBI
57,2014-03-26,15.27975082397461,15.679142238323848,15.176877207902209,15.636782717742925,2100000,PBI
58,2014-03-27,15.146623611450195,15.340267830400112,15.013492345264185,15.267650671188598,1746300,PBI
59,2014-03-28,15.412878036499023,15.673087790641288,15.249491509613778,15.249491509613778,1814000,PBI
60,2014-03-31,15.72754955291748,15.860679608048748,15.552059987253996,15.564161880113131,1861300,PBI
61,2014-04-01,15.527852058410645,15.79411329142298,15.485492552883445,15.727547694617408,2395300,PBI
62,2014-04-02,16.2116641998291,16.254023718597278,15.533908436907312,15.576267955675489,5877200,PBI
63,2014-04-03,16.362945556640625,16.393202019887468,16.11483771033413,16.24191739523307,3200900,PBI
64,2014-04-04,16.326635360717773,16.695770190369434,16.024066130960023,16.47186845249629,5844300,PBI
