,Date,Close,High,Low,Open,Volume,Ticker
0,2014-01-02,91.94483947753906,92.50293751998872,91.60820987777774,91.75880679672252,814900,ECL
1,2014-01-03,92.0600128173828,92.37892795775215,91.93599101375932,92.21947038756748,554500,ECL
2,2014-01-06,90.60717010498048,90.96152097250216,89.66814605092652,89.83646423370247,1657500,ECL
3,2014-01-07,91.53736114501952,91.98915201434076,90.66920165970728,90.78436960413528,1001700,ECL
4,2014-01-08,92.2549285888672,92.58270444025636,91.07671440924229,91.37791511891832,1208200,ECL
5,2014-01-09,93.01676177978516,93.08763331560571,92.03344118599004,93.01676177978516,1092600,ECL
6,2014-01-10,93.36227416992188,93.90265793078426,92.96363351425504,93.68118939792863,859100,ECL
7,2014-01-13,91.3336181640625,93.26482396830352,91.1564460479124,92.9370548775576,979400,ECL
8,2014-01-14,92.4232406616211,92.45867643443412,90.9083968569474,91.51964535159514,1146600,ECL
9,2014-01-15,91.7942886352539,92.54728036662664,91.3424908929567,92.37010146833173,1080000,ECL
10,2014-01-16,92.5295181274414,92.7066969472855,91.79424799080138,91.82082312410778,793900,ECL
11,2014-01-17,92.26378631591795,92.74215912773435,92.06889293791691,92.70672335367207,884100,ECL
12,2014-01-21,92.04230499267578,92.73328559405792,91.11213463931864,92.6181244133882,875300,ECL
13,2014-01-22,91.85627746582033,92.3523647443546,91.5993731940987,92.3523647443546,814200,ECL
14,2014-01-23,90.3060073852539,91.2450317629484,89.88078484593616,91.05013838070624,1180600,ECL
15,2014-01-24,88.01158905029297,89.82763362919805,87.94957813464993,89.58844384122995,1971400,ECL
16,2014-01-27,87.4889144897461,88.0913090550121,86.76249811033843,87.9761411142506,1255800,ECL
17,2014-01-28,88.45449829101562,88.64939160997496,87.70150690668429,87.70150690668429,936700,ECL
18,2014-01-29,88.79114532470703,89.33152219395973,87.92298591564948,88.02043258682987,2023300,ECL
19,2014-01-30,89.32266235351562,90.00478224752497,88.67597146603981,89.21635505787161,1238700,ECL
20,2014-01-31,89.06578063964844,89.49099641235249,87.90528775990184,88.10903501304003,1154000,ECL
21,2014-02-03,86.84222412109375,89.71245388893051,86.70048780053345,88.84430118395838,1580100,ECL
22,2014-02-04,87.43575286865234,87.78124315544646,86.71819715895406,87.65722134781173,1280100,ECL
23,2014-02-05,87.84326934814453,88.02044144520406,86.50559771169368,87.15228194877496,943800,ECL
24,2014-02-06,88.48994445800781,88.53424085704492,87.26744089355375,87.78124262550364,1117200,ECL
25,2014-02-07,88.7025375366211,89.17205630872905,88.41905820255086,88.93286660764079,1368600,ECL
26,2014-02-10,89.13664245605469,89.34038968694776,87.81668535730343,88.543101751822,1040700,ECL
27,2014-02-11,89.83647155761719,90.07565452645235,88.85315103045262,89.13663039584449,942000,ECL
28,2014-02-12,89.5972900390625,90.14653431675438,89.49984336465455,89.78332275601899,788700,ECL
29,2014-02-13,90.6249008178711,91.04125586505351,89.07462152461403,89.18978269613069,743700,ECL
30,2014-02-14,91.37792205810548,91.49308326716871,90.47432661914188,90.6249303647582,582700,ECL
31,2014-02-18,91.31590270996094,91.85628644490863,91.25389179408248,91.59052151475365,762100,ECL
32,2014-02-19,90.33259582519533,92.26380190648212,90.3060206798287,91.27162034113012,927100,ECL
33,2014-02-20,90.24395751953124,90.51857620761048,89.48210558613722,90.41226892899267,1523700,ECL
34,2014-02-21,90.52745056152344,93.01675390809548,89.78331301574451,90.62489722535976,1998400,ECL
35,2014-02-24,90.70464324951172,90.99698330748546,89.78333342839251,90.2617062254361,1339600,ECL
36,2014-02-25,92.64469146728516,93.05219263873327,90.48315704956076,90.48315704956076,1576100,ECL
37,2014-02-26,93.39772033691406,94.07098664412877,92.64472859316967,92.84847588120157,1201600,ECL
38,2014-02-27,94.47844696044922,94.59360812722213,92.90159259707954,93.01675376385246,953600,ECL
39,2014-02-28,95.45291137695312,95.85155192285067,94.31899388235608,94.44301568591004,1331400,ECL
40,2014-03-03,95.65666961669922,95.84270233033796,94.07980834925726,94.07980834925726,1401800,ECL
41,2014-03-04,97.14493560791016,97.41069372404104,95.98443619715624,96.55139495531996,1617500,ECL
42,2014-03-05,96.89688110351562,97.44612533397785,96.61340173652766,97.44612533397785,1125100,ECL
43,2014-03-06,97.3221206665039,97.75619704516008,96.80831211129644,96.95005519908432,730000,ECL
44,2014-03-07,97.5485610961914,97.91268408068154,97.29101895550532,97.6284933412236,1016300,ECL
45,2014-03-10,97.85050964355467,97.93043510647227,96.98905462869014,97.2288445687252,747100,ECL
46,2014-03-11,98.79192352294922,99.31590435658474,97.47754355587668,97.84165985834444,1816400,ECL
47,2014-03-12,98.24127197265624,98.55210450232916,97.61072404799376,98.18798155639732,1749700,ECL
48,2014-03-13,97.02458953857422,98.85406704496344,96.9890648483206,98.31232737596903,1438700,ECL
49,2014-03-14,96.47396087646484,98.14358733414488,96.38515254429156,96.9890586889679,1273600,ECL
50,2014-03-17,97.70842742919922,98.48107424633554,96.944670254746,96.944670254746,943900,ECL
51,2014-03-18,97.9926300048828,98.25017897497092,97.69068024552352,97.76172963912916,673400,ECL
52,2014-03-19,97.08676147460938,98.26793208285,96.58942933456797,97.89493297781893,1027000,ECL
53,2014-03-20,97.7261962890625,97.90381298170622,96.90026579454836,97.06900639550967,769600,ECL
54,2014-03-21,98.33899688720705,99.093878082607,97.62851648233452,98.55213829841146,1909700,ECL
